te_id	species	chrom	te_start	te_end	te_class	te_subclass
Populus_alba_var._pyramidalis|Chr1:48394468-48394636|LTR_1050-int	Populus_alba_var._pyramidalis	Chr1	48394468	48394636	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr1:51647198-51649341|TIR_159	Populus_alba_var._pyramidalis	Chr1	51647198	51649341	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr1:51651403-51651422|Denovo_Non_LTR_12	Populus_alba_var._pyramidalis	Chr1	51651403	51651422	LTR	LTR/other
Populus_alba_var._pyramidalis|Chr1:51651422-51651542|TIR_61	Populus_alba_var._pyramidalis	Chr1	51651422	51651542	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr1:51653270-51653370|LTR_998-int	Populus_alba_var._pyramidalis	Chr1	51653270	51653370	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr1:53123449-53123681|TIR_6	Populus_alba_var._pyramidalis	Chr1	53123449	53123681	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr1:53126813-53126989|LTR_650-LTR	Populus_alba_var._pyramidalis	Chr1	53126813	53126989	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr10:7696019-7696218|Denovo_Non_LTR_3	Populus_alba_var._pyramidalis	Chr10	7696019	7696218	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr10:13274829-13274931|TIR_61	Populus_alba_var._pyramidalis	Chr10	13274829	13274931	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr10:13278383-13278471|LTR_854-int	Populus_alba_var._pyramidalis	Chr10	13278383	13278471	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:125158-125305|LTR_425-LTR	Populus_alba_var._pyramidalis	Chr11	125158	125305	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr11:1886929-1887938|TIR_41	Populus_alba_var._pyramidalis	Chr11	1886929	1887938	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr11:4894990-4895150|TIR_61	Populus_alba_var._pyramidalis	Chr11	4894990	4895150	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:4899759-4899972|TIR_43	Populus_alba_var._pyramidalis	Chr11	4899759	4899972	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr11:4900023-4900188|TIR_61	Populus_alba_var._pyramidalis	Chr11	4900023	4900188	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:4900188-4900221|Denovo_Non_LTR_12	Populus_alba_var._pyramidalis	Chr11	4900188	4900221	LTR	LTR/other
Populus_alba_var._pyramidalis|Chr11:4900370-4900520|TIR_61	Populus_alba_var._pyramidalis	Chr11	4900370	4900520	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:4901872-4901989|TIR_56	Populus_alba_var._pyramidalis	Chr11	4901872	4901989	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr11:4901989-4902447|TIR_132	Populus_alba_var._pyramidalis	Chr11	4901989	4902447	TIR	DNA/MULE
Populus_alba_var._pyramidalis|Chr11:4902045-4902419|LTR_415-LTR	Populus_alba_var._pyramidalis	Chr11	4902045	4902419	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:4902419-4902756|TIR_132	Populus_alba_var._pyramidalis	Chr11	4902419	4902756	TIR	DNA/MULE
Populus_alba_var._pyramidalis|Chr11:4902756-4902803|LTR_415-LTR	Populus_alba_var._pyramidalis	Chr11	4902756	4902803	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:4906772-4906907|TIR_61	Populus_alba_var._pyramidalis	Chr11	4906772	4906907	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:5489284-5489414|TIR_61	Populus_alba_var._pyramidalis	Chr11	5489284	5489414	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:5489576-5490002|LTR_720-int	Populus_alba_var._pyramidalis	Chr11	5489576	5490002	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:5489600-5490059|LTR_497-LTR	Populus_alba_var._pyramidalis	Chr11	5489600	5490059	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr11:6352597-6352758|TIR_61	Populus_alba_var._pyramidalis	Chr11	6352597	6352758	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:8928930-8929553|TIR_41	Populus_alba_var._pyramidalis	Chr11	8928930	8929553	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr11:9116580-9116740|TIR_128	Populus_alba_var._pyramidalis	Chr11	9116580	9116740	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr11:12732091-12732240|TIR_61	Populus_alba_var._pyramidalis	Chr11	12732091	12732240	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:12732540-12732659|TIR_61	Populus_alba_var._pyramidalis	Chr11	12732540	12732659	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr11:12732581-12732676|TIR_43	Populus_alba_var._pyramidalis	Chr11	12732581	12732676	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr11:12734486-12734769|LTR_142-LTR	Populus_alba_var._pyramidalis	Chr11	12734486	12734769	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:12734769-12734808|LTR_61-LTR	Populus_alba_var._pyramidalis	Chr11	12734769	12734808	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:12735383-12735432|LTR_649-LTR	Populus_alba_var._pyramidalis	Chr11	12735383	12735432	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr11:12735637-12737530|LTR_755-int	Populus_alba_var._pyramidalis	Chr11	12735637	12737530	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr11:12735661-12738816|LTR_552-LTR	Populus_alba_var._pyramidalis	Chr11	12735661	12738816	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr12:1937941-1938297|TIR_67	Populus_alba_var._pyramidalis	Chr12	1937941	1938297	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr12:15690815-15690883|LTR_1067-int	Populus_alba_var._pyramidalis	Chr12	15690815	15690883	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr13:444939-445032|TIR_61	Populus_alba_var._pyramidalis	Chr13	444939	445032	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr13:2877193-2877221|TIR_26	Populus_alba_var._pyramidalis	Chr13	2877193	2877221	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr13:2877221-2877266|TIR_131	Populus_alba_var._pyramidalis	Chr13	2877221	2877266	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:2877266-2877284|TIR_172	Populus_alba_var._pyramidalis	Chr13	2877266	2877284	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:2877350-2877570|TIR_172	Populus_alba_var._pyramidalis	Chr13	2877350	2877570	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:2877684-2877847|TIR_172	Populus_alba_var._pyramidalis	Chr13	2877684	2877847	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:2877836-2878085|TIR_172	Populus_alba_var._pyramidalis	Chr13	2877836	2878085	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:4955612-4955749|TIR_61	Populus_alba_var._pyramidalis	Chr13	4955612	4955749	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr13:4957242-4957473|TIR_54	Populus_alba_var._pyramidalis	Chr13	4957242	4957473	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:4957966-4958134|Denovo_Non_LTR_12	Populus_alba_var._pyramidalis	Chr13	4957966	4958134	LTR	LTR/other
Populus_alba_var._pyramidalis|Chr13:4958134-4958157|TIR_80	Populus_alba_var._pyramidalis	Chr13	4958134	4958157	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr13:4958511-4958607|TIR_54	Populus_alba_var._pyramidalis	Chr13	4958511	4958607	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:6836042-6836885|TIR_41	Populus_alba_var._pyramidalis	Chr13	6836042	6836885	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr13:6836809-6836969|TIR_6	Populus_alba_var._pyramidalis	Chr13	6836809	6836969	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr13:6840357-6840705|TIR_10	Populus_alba_var._pyramidalis	Chr13	6840357	6840705	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:10266780-10267001|TIR_26	Populus_alba_var._pyramidalis	Chr13	10266780	10267001	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr13:10267001-10267043|TIR_160	Populus_alba_var._pyramidalis	Chr13	10267001	10267043	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr13:10267758-10268113|TIR_26	Populus_alba_var._pyramidalis	Chr13	10267758	10268113	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr13:11716653-11716737|Denovo_Non_LTR_8	Populus_alba_var._pyramidalis	Chr13	11716653	11716737	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr13:11717483-11718005|TIR_4	Populus_alba_var._pyramidalis	Chr13	11717483	11718005	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr13:11718887-11719032|Homology_Non_LTR_1	Populus_alba_var._pyramidalis	Chr13	11718887	11719032	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr13:11719939-11720184|TIR_6	Populus_alba_var._pyramidalis	Chr13	11719939	11720184	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr13:11720158-11720408|LTR_1109-int	Populus_alba_var._pyramidalis	Chr13	11720158	11720408	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr13:11720304-11720426|LTR_802-int	Populus_alba_var._pyramidalis	Chr13	11720304	11720426	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr13:11720482-11720560|LTR_1109-int	Populus_alba_var._pyramidalis	Chr13	11720482	11720560	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr13:11720576-11720752|TIR_27	Populus_alba_var._pyramidalis	Chr13	11720576	11720752	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr14:536511-536715|Denovo_Non_LTR_15	Populus_alba_var._pyramidalis	Chr14	536511	536715	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr14:542262-542427|TIR_137	Populus_alba_var._pyramidalis	Chr14	542262	542427	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr14:547276-547374|TIR_61	Populus_alba_var._pyramidalis	Chr14	547276	547374	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr14:548053-548210|TIR_67	Populus_alba_var._pyramidalis	Chr14	548053	548210	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr14:2806591-2806647|Denovo_Non_LTR_2	Populus_alba_var._pyramidalis	Chr14	2806591	2806647	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr14:2807897-2808060|TIR_61	Populus_alba_var._pyramidalis	Chr14	2807897	2808060	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr14:2809054-2809429|LTR_573-LTR	Populus_alba_var._pyramidalis	Chr14	2809054	2809429	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr14:2809055-2809497|LTR_303-LTR	Populus_alba_var._pyramidalis	Chr14	2809055	2809497	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr14:10143583-10144441|TIR_10	Populus_alba_var._pyramidalis	Chr14	10143583	10144441	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr14:10632512-10633487|TIR_86	Populus_alba_var._pyramidalis	Chr14	10632512	10633487	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr14:10633519-10633630|TIR_75	Populus_alba_var._pyramidalis	Chr14	10633519	10633630	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr14:13049561-13049749|TIR_31	Populus_alba_var._pyramidalis	Chr14	13049561	13049749	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr14:13049833-13049985|TIR_54	Populus_alba_var._pyramidalis	Chr14	13049833	13049985	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr14:13053966-13054283|LTR_157-LTR	Populus_alba_var._pyramidalis	Chr14	13053966	13054283	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr15:2301112-2301124|LTR_10-LTR	Populus_alba_var._pyramidalis	Chr15	2301112	2301124	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr15:2301124-2301406|TIR_52	Populus_alba_var._pyramidalis	Chr15	2301124	2301406	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr15:2301978-2302151|Homology_Non_LTR_1	Populus_alba_var._pyramidalis	Chr15	2301978	2302151	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr15:2302738-2302805|TIR_77	Populus_alba_var._pyramidalis	Chr15	2302738	2302805	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr15:2302806-2302901|TIR_77	Populus_alba_var._pyramidalis	Chr15	2302806	2302901	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr15:2302952-2303587|TIR_77	Populus_alba_var._pyramidalis	Chr15	2302952	2303587	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr15:2303771-2303865|TIR_137	Populus_alba_var._pyramidalis	Chr15	2303771	2303865	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr15:2303888-2303992|TIR_137	Populus_alba_var._pyramidalis	Chr15	2303888	2303992	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr15:2303992-2304103|TIR_142	Populus_alba_var._pyramidalis	Chr15	2303992	2304103	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr15:2304409-2304510|TIR_61	Populus_alba_var._pyramidalis	Chr15	2304409	2304510	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr15:2820517-2820800|TIR_41	Populus_alba_var._pyramidalis	Chr15	2820517	2820800	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr15:2826100-2826302|TIR_43	Populus_alba_var._pyramidalis	Chr15	2826100	2826302	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr15:13545138-13545320|Denovo_Non_LTR_5	Populus_alba_var._pyramidalis	Chr15	13545138	13545320	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr16:1019603-1019752|TIR_0	Populus_alba_var._pyramidalis	Chr16	1019603	1019752	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr16:1019609-1021669|TIR_37	Populus_alba_var._pyramidalis	Chr16	1019609	1021669	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr16:1021653-1021971|TIR_0	Populus_alba_var._pyramidalis	Chr16	1021653	1021971	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr16:1021971-1022132|TIR_30	Populus_alba_var._pyramidalis	Chr16	1021971	1022132	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr16:1022045-1022193|TIR_48	Populus_alba_var._pyramidalis	Chr16	1022045	1022193	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr16:1024350-1025875|TIR_48	Populus_alba_var._pyramidalis	Chr16	1024350	1025875	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr19:1432238-1432451|TIR_61	Populus_alba_var._pyramidalis	Chr19	1432238	1432451	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr19:1851307-1851462|TIR_61	Populus_alba_var._pyramidalis	Chr19	1851307	1851462	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr19:1852844-1853439|TIR_41	Populus_alba_var._pyramidalis	Chr19	1852844	1853439	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr19:1853439-1853687|TIR_6	Populus_alba_var._pyramidalis	Chr19	1853439	1853687	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr19:1984153-1984213|TIR_49	Populus_alba_var._pyramidalis	Chr19	1984153	1984213	Helitron	RC/Helitron
Populus_alba_var._pyramidalis|Chr19:1987548-1987887|LTR_126-LTR	Populus_alba_var._pyramidalis	Chr19	1987548	1987887	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr19:11925615-11925762|TIR_32	Populus_alba_var._pyramidalis	Chr19	11925615	11925762	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr19:11931675-11931856|TIR_61	Populus_alba_var._pyramidalis	Chr19	11931675	11931856	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr2:1874527-1874983|LTR_546-LTR	Populus_alba_var._pyramidalis	Chr2	1874527	1874983	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr2:4397287-4397402|TIR_61	Populus_alba_var._pyramidalis	Chr2	4397287	4397402	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr2:4404293-4406306|LTR_468-LTR	Populus_alba_var._pyramidalis	Chr2	4404293	4406306	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr2:6451969-6452231|LTR_1075-int	Populus_alba_var._pyramidalis	Chr2	6451969	6452231	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr2:22906421-22906577|TIR_61	Populus_alba_var._pyramidalis	Chr2	22906421	22906577	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr2:22906569-22906655|TIR_61	Populus_alba_var._pyramidalis	Chr2	22906569	22906655	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr2:22910666-22910838|TIR_80	Populus_alba_var._pyramidalis	Chr2	22910666	22910838	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr2:25094234-25094346|LTR_897-int	Populus_alba_var._pyramidalis	Chr2	25094234	25094346	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr2:25094737-25095114|LTR_1113-int	Populus_alba_var._pyramidalis	Chr2	25094737	25095114	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr3:619926-620345|LTR_349-LTR	Populus_alba_var._pyramidalis	Chr3	619926	620345	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr3:620360-620698|LTR_349-LTR	Populus_alba_var._pyramidalis	Chr3	620360	620698	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr3:620698-621143|LTR_873-int	Populus_alba_var._pyramidalis	Chr3	620698	621143	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr3:621196-623664|LTR_873-int	Populus_alba_var._pyramidalis	Chr3	621196	623664	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr3:623664-624084|LTR_349-LTR	Populus_alba_var._pyramidalis	Chr3	623664	624084	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr3:624549-624566|Denovo_Non_LTR_12	Populus_alba_var._pyramidalis	Chr3	624549	624566	LTR	LTR/other
Populus_alba_var._pyramidalis|Chr3:624566-624741|TIR_39	Populus_alba_var._pyramidalis	Chr3	624566	624741	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr3:1911760-1911908|TIR_46	Populus_alba_var._pyramidalis	Chr3	1911760	1911908	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr3:1911895-1912167|TIR_46	Populus_alba_var._pyramidalis	Chr3	1911895	1912167	TIR	DNA/CMC-EnSpm
Populus_alba_var._pyramidalis|Chr3:8588147-8588302|TIR_7	Populus_alba_var._pyramidalis	Chr3	8588147	8588302	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr4:10842454-10842695|TIR_41	Populus_alba_var._pyramidalis	Chr4	10842454	10842695	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr4:10845131-10845628|LTR_357-LTR	Populus_alba_var._pyramidalis	Chr4	10845131	10845628	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr4:10845628-10849983|LTR_1075-int	Populus_alba_var._pyramidalis	Chr4	10845628	10849983	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr4:10849983-10850480|LTR_357-LTR	Populus_alba_var._pyramidalis	Chr4	10849983	10850480	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr4:10851363-10851649|TIR_52	Populus_alba_var._pyramidalis	Chr4	10851363	10851649	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr4:10851573-10851658|TIR_148	Populus_alba_var._pyramidalis	Chr4	10851573	10851658	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr4:22913428-22913627|TIR_70	Populus_alba_var._pyramidalis	Chr4	22913428	22913627	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr5:1351402-1352391|LTR_929-int	Populus_alba_var._pyramidalis	Chr5	1351402	1352391	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr5:1353107-1353295|TIR_61	Populus_alba_var._pyramidalis	Chr5	1353107	1353295	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr5:1355740-1355952|TIR_80	Populus_alba_var._pyramidalis	Chr5	1355740	1355952	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr5:16495967-16496552|LTR_901-int	Populus_alba_var._pyramidalis	Chr5	16495967	16496552	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr5:16496594-16496771|LTR_228-LTR	Populus_alba_var._pyramidalis	Chr5	16496594	16496771	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr5:16496771-16496810|LTR_720-int	Populus_alba_var._pyramidalis	Chr5	16496771	16496810	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr5:16499351-16500140|TIR_41	Populus_alba_var._pyramidalis	Chr5	16499351	16500140	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr5:16501439-16501461|TIR_32	Populus_alba_var._pyramidalis	Chr5	16501439	16501461	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr5:16501461-16501607|TIR_61	Populus_alba_var._pyramidalis	Chr5	16501461	16501607	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr5:17981156-17981376|TIR_6	Populus_alba_var._pyramidalis	Chr5	17981156	17981376	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr5:17982312-17982444|TIR_61	Populus_alba_var._pyramidalis	Chr5	17982312	17982444	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr5:17984095-17984283|TIR_21	Populus_alba_var._pyramidalis	Chr5	17984095	17984283	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr5:17984826-17984973|TIR_61	Populus_alba_var._pyramidalis	Chr5	17984826	17984973	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr6:2950162-2950491|LTR_126-LTR	Populus_alba_var._pyramidalis	Chr6	2950162	2950491	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr6:2950891-2950986|TIR_52	Populus_alba_var._pyramidalis	Chr6	2950891	2950986	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr6:4305747-4305954|TIR_80	Populus_alba_var._pyramidalis	Chr6	4305747	4305954	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr6:4306307-4306434|TIR_61	Populus_alba_var._pyramidalis	Chr6	4306307	4306434	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr6:4696621-4696959|LTR_415-LTR	Populus_alba_var._pyramidalis	Chr6	4696621	4696959	LTR	LTR/Copia
Populus_alba_var._pyramidalis|Chr6:4704900-4705161|TIR_21	Populus_alba_var._pyramidalis	Chr6	4704900	4705161	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr6:4705481-4705563|TIR_61	Populus_alba_var._pyramidalis	Chr6	4705481	4705563	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr6:4816577-4816789|TIR_32	Populus_alba_var._pyramidalis	Chr6	4816577	4816789	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr6:8359213-8360017|LTR_1046-int	Populus_alba_var._pyramidalis	Chr6	8359213	8360017	LTR	LTR/Gypsy
Populus_alba_var._pyramidalis|Chr6:8361054-8361390|TIR_170	Populus_alba_var._pyramidalis	Chr6	8361054	8361390	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr6:8361914-8362066|TIR_144	Populus_alba_var._pyramidalis	Chr6	8361914	8362066	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr6:14399109-14399401|TIR_40	Populus_alba_var._pyramidalis	Chr6	14399109	14399401	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr6:14399946-14400158|Denovo_Non_LTR_13	Populus_alba_var._pyramidalis	Chr6	14399946	14400158	non-LTR	SINE/tRNA
Populus_alba_var._pyramidalis|Chr6:19592140-19592258|TIR_61	Populus_alba_var._pyramidalis	Chr6	19592140	19592258	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr7:11610267-11610425|TIR_61	Populus_alba_var._pyramidalis	Chr7	11610267	11610425	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr7:11610653-11611633|TIR_41	Populus_alba_var._pyramidalis	Chr7	11610653	11611633	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr7:18957972-18958155|TIR_165	Populus_alba_var._pyramidalis	Chr7	18957972	18958155	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr7:20528601-20528748|TIR_55	Populus_alba_var._pyramidalis	Chr7	20528601	20528748	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr7:20528979-20529165|TIR_32	Populus_alba_var._pyramidalis	Chr7	20528979	20529165	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr7:20530455-20530827|Denovo_Non_LTR_16	Populus_alba_var._pyramidalis	Chr7	20530455	20530827	non-LTR	LINE/L1
Populus_alba_var._pyramidalis|Chr7:20533745-20533908|TIR_165	Populus_alba_var._pyramidalis	Chr7	20533745	20533908	TIR	DNA/PIF-Harbinger
Populus_alba_var._pyramidalis|Chr7:20533906-20533997|TIR_162	Populus_alba_var._pyramidalis	Chr7	20533906	20533997	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr7:20533997-20534052|TIR_146	Populus_alba_var._pyramidalis	Chr7	20533997	20534052	TIR	DNA/hAT
Populus_alba_var._pyramidalis|Chr8:810650-810826|TIR_61	Populus_alba_var._pyramidalis	Chr8	810650	810826	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr8:810826-810845|TIR_32	Populus_alba_var._pyramidalis	Chr8	810826	810845	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr8:2411967-2412249|TIR_11	Populus_alba_var._pyramidalis	Chr8	2411967	2412249	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr8:2969114-2970530|TIR_47	Populus_alba_var._pyramidalis	Chr8	2969114	2970530	Helitron	RC/Helitron
Populus_alba_var._pyramidalis|Chr8:2970567-2970706|TIR_74	Populus_alba_var._pyramidalis	Chr8	2970567	2970706	TIR	DNA/TcMar
Populus_alba_var._pyramidalis|Chr8:2970847-2970983|TIR_61	Populus_alba_var._pyramidalis	Chr8	2970847	2970983	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr8:2972974-2973117|TIR_61	Populus_alba_var._pyramidalis	Chr8	2972974	2973117	TIR	DNA/other
Populus_alba_var._pyramidalis|Chr8:2973117-2973135|TIR_32	Populus_alba_var._pyramidalis	Chr8	2973117	2973135	TIR	DNA/other
