gene_id	species	chrom	window_start	window_end
Populus_simonii__Posim05549.t1	Populus_simonii	Chr2	1698640	1704398
Populus_simonii__Posim05607.t1	Populus_simonii	Chr2	2105645	2112676
Populus_simonii__Posim05646.t1	Populus_simonii	Chr2	2517352	2526895
Populus_simonii__Posim05853.t1	Populus_simonii	Chr2	4137880	4147198
Populus_simonii__Posim06096.t1	Populus_simonii	Chr2	6253353	6259316
Populus_simonii__Posim06403.t1	Populus_simonii	Chr2	9017153	9023858
Populus_simonii__Posim07726.t2	Populus_simonii	Chr2	24684309	24689422
Populus_simonii__Posim07958.t1	Populus_simonii	Chr2	26820952	26826683
Populus_simonii__LG03_exon2	Populus_simonii	Chr3	1232236	1237147
Populus_simonii__Posim08361.t1	Populus_simonii	Chr3	2270034	2274506
Populus_simonii__Posim08499.t1	Populus_simonii	Chr3	3163086	3170150
Populus_simonii__Posim08716.t2	Populus_simonii	Chr3	4868516	4874955
Populus_simonii__Posim08738.t1	Populus_simonii	Chr3	5054377	5062850
Populus_simonii__Posim08949.t1	Populus_simonii	Chr3	6729578	6736636
Populus_simonii__Posim08950.t1	Populus_simonii	Chr3	6748287	6753710
Populus_simonii__Posim09189.t1	Populus_simonii	Chr3	8991251	8995684
Populus_simonii__Posim09290.t5	Populus_simonii	Chr3	9727736	9734346
Populus_simonii__Posim09701.t1	Populus_simonii	Chr3	12969991	12980320
Populus_simonii__Posim09980.t1	Populus_simonii	Chr3	16173502	16177938
Populus_simonii__Posim10866.t1	Populus_simonii	Chr4	182019	187694
Populus_simonii__Posim11025.t1	Populus_simonii	Chr4	1070139	1075157
Populus_simonii__Posim11154.t1	Populus_simonii	Chr4	1942638	1947426
Populus_simonii__Posim11292.t1	Populus_simonii	Chr4	2955842	2962939
Populus_simonii__Posim11520.t1	Populus_simonii	Chr4	5002889	5011157
Populus_simonii__Posim11539.t1	Populus_simonii	Chr4	5242163	5249868
Populus_simonii__Posim11734.t3	Populus_simonii	Chr4	7602973	7610027
Populus_simonii__Posim12167.t1	Populus_simonii	Chr4	15274591	15281571
Populus_simonii__Posim12232.t1	Populus_simonii	Chr4	15927154	15931644
Populus_simonii__Posim12326.t1	Populus_simonii	Chr4	16739975	16744585
Populus_simonii__Posim12607.t1	Populus_simonii	Chr4	19515177	19522613
Populus_simonii__Posim12894.t1	Populus_simonii	Chr4	21736428	21745134
Populus_simonii__Posim13466.t1	Populus_simonii	Chr5	1690353	1699773
Populus_simonii__Posim13620.t1	Populus_simonii	Chr5	2915958	2926024
Populus_simonii__Posim13892.t1	Populus_simonii	Chr5	5285627	5291008
Populus_simonii__Posim13999.t1	Populus_simonii	Chr5	6186356	6192836
Populus_simonii__Posim14051.t1	Populus_simonii	Chr5	6693390	6697859
Populus_simonii__Posim14213.t1	Populus_simonii	Chr5	8267958	8274788
Populus_simonii__Posim14508.t1	Populus_simonii	Chr5	13619017	13623609
Populus_simonii__Posim15800.t1	Populus_simonii	Chr6	1471313	1477930
Populus_simonii__Posim16949.t1	Populus_simonii	Chr6	11943861	11953586
Populus_simonii__Posim17928.t1	Populus_simonii	Chr6	19589857	19599664
Populus_simonii__Posim18020.t1	Populus_simonii	Chr6	20268348	20273063
Populus_simonii__Posim18356.t1	Populus_simonii	Chr7	434031	440279
Populus_simonii__Posim18360.t1	Populus_simonii	Chr7	446814	452724
Populus_simonii__Posim18414.t1	Populus_simonii	Chr7	714516	721033
Populus_simonii__Posim19358.t1	Populus_simonii	Chr7	7217450	7221883
Populus_simonii__Posim19432.t1	Populus_simonii	Chr7	7745358	7749962
Populus_simonii__Posim19510.t1	Populus_simonii	Chr7	8330676	8341046
Populus_simonii__Posim20653.t1	Populus_simonii	Chr7	21171992	21178563
Populus_simonii__Posim21915.t1	Populus_simonii	Chr8	12866821	12875251
Populus_simonii__Posim21969.t1	Populus_simonii	Chr8	13253728	13258332
Populus_simonii__Posim22038.t1	Populus_simonii	Chr8	13759692	13764128
Populus_simonii__Posim23017.t1	Populus_simonii	Chr8	20187013	20193152
Populus_szechuanica__Posze00264.t1	Populus_szechuanica	Chr1	1837399	1842201
Populus_szechuanica__Posze00369.t1	Populus_szechuanica	Chr1	2479277	2490257
Populus_szechuanica__Posze00822.t1	Populus_szechuanica	Chr1	6752491	6759352
Populus_szechuanica__Posze01450.t1	Populus_szechuanica	Chr1	11867467	11877446
Populus_szechuanica__Posze01761.t1	Populus_szechuanica	Chr1	14949980	14954430
Populus_szechuanica__Posze02351.t1	Populus_szechuanica	Chr1	24562026	24568548
Populus_szechuanica__Posze03889.t1	Populus_szechuanica	Chr1	41567485	41572505
Populus_szechuanica__Posze03924.t1	Populus_szechuanica	Chr1	41906474	41912067
Populus_szechuanica__Posze26031.t1	Populus_szechuanica	Chr11	915346	920034
Populus_szechuanica__Posze26050.t1	Populus_szechuanica	Chr11	1104461	1108897
Populus_szechuanica__Posze26182.t1	Populus_szechuanica	Chr11	2116250	2123032
Populus_szechuanica__Posze26782.t1	Populus_szechuanica	Chr11	6512329	6520294
Populus_szechuanica__Posze27044.t1	Populus_szechuanica	Chr11	8568466	8572887
Populus_szechuanica__Posze28424.t1	Populus_szechuanica	Chr12	4082835	4087418
Populus_szechuanica__Posze29300.t1	Populus_szechuanica	Chr12	14922154	14929854
Populus_szechuanica__Posze29987.t1	Populus_szechuanica	Chr13	3477634	3486015
Populus_szechuanica__Posze30521.t1	Populus_szechuanica	Chr13	11228043	11235309
Populus_szechuanica__Posze30831.t1	Populus_szechuanica	Chr13	15006935	15013496
Populus_szechuanica__Posze31117.t1	Populus_szechuanica	Chr13	17333992	17340683
Populus_szechuanica__Posze31430.t1	Populus_szechuanica	Chr14	2523646	2530205
Populus_szechuanica__Posze32239.t1	Populus_szechuanica	Chr14	13582602	13591792
Populus_szechuanica__Posze32370.t1	Populus_szechuanica	Chr14	14822743	14831227
Populus_szechuanica__Posze32413.t1	Populus_szechuanica	Chr14	15177696	15184587
Populus_szechuanica__Posze32483.t1	Populus_szechuanica	Chr14	15671960	15677724
Populus_szechuanica__Posze32875.t1	Populus_szechuanica	Chr15	1502632	1510300
Populus_szechuanica__Posze33328.t2	Populus_szechuanica	Chr15	5395200	5402685
Populus_szechuanica__Posze33982.t3	Populus_szechuanica	Chr15	14703767	14712164
Populus_szechuanica__Posze34087.t1	Populus_szechuanica	Chr15	15468122	15472618
Populus_szechuanica__Posze34220.t1	Populus_szechuanica	Chr15	16522961	16527670
Populus_szechuanica__Posze34593.t1	Populus_szechuanica	Chr16	2385061	2390959
Populus_szechuanica__Posze36804.t1	Populus_szechuanica	Chr17	11155240	11159871
Populus_szechuanica__Posze39037.t1	Populus_szechuanica	Chr19	3584690	3591022
Populus_szechuanica__Posze39596.t1	Populus_szechuanica	Chr19	7992586	7998877
Populus_szechuanica__Posze39869.t5	Populus_szechuanica	Chr19	9726471	9732805
Populus_szechuanica__Posze40062.t1	Populus_szechuanica	Chr19	10876341	10880810
Populus_szechuanica__Posze40121.t1	Populus_szechuanica	Chr19	11264283	11271117
Populus_szechuanica__Posze40213.t1	Populus_szechuanica	Chr19	11762430	11767787
Populus_szechuanica__Posze40505.t1	Populus_szechuanica	Chr19	13636894	13647737
Populus_szechuanica__Posze40507.t1	Populus_szechuanica	Chr19	13658298	13664148
Populus_szechuanica__Posze04826.t1	Populus_szechuanica	Chr2	191234	197121
Populus_szechuanica__Posze05134.t1	Populus_szechuanica	Chr2	2084243	2090233
Populus_szechuanica__Posze06506.t2	Populus_szechuanica	Chr2	18223107	18229812
Populus_szechuanica__Posze06818.t1	Populus_szechuanica	Chr2	21011808	21017752
Populus_szechuanica__Posze07069.t1	Populus_szechuanica	Chr2	23072593	23081930
Populus_szechuanica__Posze07272.t1	Populus_szechuanica	Chr2	24671988	24681544
Populus_szechuanica__Posze07311.t1	Populus_szechuanica	Chr2	25075262	25082316
Populus_szechuanica__Posze07373.t3	Populus_szechuanica	Chr2	25465897	25470848
Populus_szechuanica__Posze08819.t1	Populus_szechuanica	Chr3	11656556	11661148
Populus_szechuanica__Posze09165.t1	Populus_szechuanica	Chr3	17820658	17827494
Populus_szechuanica__Posze09341.t1	Populus_szechuanica	Chr3	19404819	19409288
Populus_szechuanica__Posze09393.t1	Populus_szechuanica	Chr3	19871293	19877810
Populus_szechuanica__Posze09495.t4	Populus_szechuanica	Chr3	20674524	20679332
Populus_szechuanica__Posze09786.t1	Populus_szechuanica	Chr3	22948736	22958999
Populus_szechuanica__Posze09942.t1	Populus_szechuanica	Chr3	24173255	24182559
Populus_szechuanica__Posze10161.t1	Populus_szechuanica	Chr4	151176	156854
Populus_szechuanica__Posze10358.t1	Populus_szechuanica	Chr4	1061082	1066101
Populus_szechuanica__Posze10494.t1	Populus_szechuanica	Chr4	1958693	1963162
Populus_szechuanica__Posze10648.t1	Populus_szechuanica	Chr4	3030824	3037920
Populus_szechuanica__Posze10893.t1	Populus_szechuanica	Chr4	5090753	5099113
Populus_szechuanica__Posze10913.t1	Populus_szechuanica	Chr4	5335103	5342815
Populus_szechuanica__Posze11135.t1	Populus_szechuanica	Chr4	7761719	7768760
Populus_szechuanica__Posze11596.t1	Populus_szechuanica	Chr4	15536603	15543585
Populus_szechuanica__Posze11660.t1	Populus_szechuanica	Chr4	16212697	16217187
Populus_szechuanica__Posze11754.t1	Populus_szechuanica	Chr4	17096411	17101021
Populus_szechuanica__Posze12036.t1	Populus_szechuanica	Chr4	19619350	19626765
Populus_szechuanica__Posze12355.t1	Populus_szechuanica	Chr4	22119115	22127891
Populus_szechuanica__Posze13143.t1	Populus_szechuanica	Chr5	2067545	2072017
Populus_szechuanica__Posze13292.t1	Populus_szechuanica	Chr5	2979911	2986984
Populus_szechuanica__Posze13517.t1	Populus_szechuanica	Chr5	4706082	4714578
Populus_szechuanica__Posze13539.t1	Populus_szechuanica	Chr5	4906050	4914586
Populus_szechuanica__Posze13760.t1	Populus_szechuanica	Chr5	6642017	6649042
Populus_szechuanica__Posze13761.t1	Populus_szechuanica	Chr5	6657593	6663012
Populus_szechuanica__Posze14031.t1	Populus_szechuanica	Chr5	9094633	9099078
Populus_szechuanica__Posze14134.t2	Populus_szechuanica	Chr5	9862655	9869239
Populus_szechuanica__Posze14559.t3	Populus_szechuanica	Chr5	13145924	13153409
Populus_szechuanica__Posze14865.t1	Populus_szechuanica	Chr5	16361756	16366192
Populus_szechuanica__Posze15760.t1	Populus_szechuanica	Chr6	1500407	1507012
Populus_szechuanica__Posze15765.t1	Populus_szechuanica	Chr6	1565591	1572181
Populus_szechuanica__Posze16640.t1	Populus_szechuanica	Chr6	13752455	13762127
Populus_szechuanica__Posze17620.t1	Populus_szechuanica	Chr6	21649508	21659427
Populus_szechuanica__Posze17748.t1	Populus_szechuanica	Chr6	22575257	22579972
Populus_szechuanica__Posze19251.t1	Populus_szechuanica	Chr7	14161868	14166887
Populus_szechuanica__Posze19322.t1	Populus_szechuanica	Chr7	14696420	14700853
Populus_szechuanica__Posze20284.t1	Populus_szechuanica	Chr7	21071527	21078046
Populus_szechuanica__Posze20344.t1	Populus_szechuanica	Chr7	21343264	21349061
Populus_szechuanica__Posze20348.t1	Populus_szechuanica	Chr7	21355024	21361262
Populus_szechuanica__Posze21606.t1	Populus_szechuanica	Chr8	17927893	17934399
Populus_szechuanica__Posze21891.t2	Populus_szechuanica	Chr8	21139566	21146354
Populus_szechuanica__Posze22050.t1	Populus_szechuanica	Chr9	490743	496885
Populus_szechuanica__Posze22131.t1	Populus_szechuanica	Chr9	868421	874812
Populus_szechuanica__Posze23024.t1	Populus_szechuanica	Chr9	6767645	6772078
Populus_szechuanica__Posze23098.t1	Populus_szechuanica	Chr9	7265744	7270348
Populus_szechuanica__Posze23151.t1	Populus_szechuanica	Chr9	7650675	7659505
Populus_szechuanica__Posze04885.t1	Populus_szechuanica	Scaffold_000002	417217	423765
Populus_tremula__Potra2n1c167.1	Populus_tremula	Chr1	1946390	1951192
Populus_tremula__Potra2n1c244.2	Populus_tremula	Chr1	2558839	2569779
Populus_tremula__Potra2n1c627.1	Populus_tremula	Chr1	6682356	6689228
Populus_tremula__Potra2n1c1159.1	Populus_tremula	Chr1	11683843	11693685
Populus_tremula__Potra2n1c1917.1	Populus_tremula	Chr1	22627622	22632540
Populus_tremula__Potra2n1c3253.1	Populus_tremula	Chr1	39358225	39363147
Populus_tremula__Potra2n1c3284.1	Populus_tremula	Chr1	39736032	39741268
Populus_tremula__Potra2n10c20174.1	Populus_tremula	Chr10	440386	446107
Populus_tremula__Potra2n10c21157.1	Populus_tremula	Chr10	6961636	6968471
Populus_tremula__Potra2n10c21228.1	Populus_tremula	Chr10	7460224	7464831
Populus_tremula__Potra2n10c22315.3	Populus_tremula	Chr10	19523400	19531241
Populus_tremula__Potra2n13c24971.1	Populus_tremula	Chr13	299308	305970
Populus_tremula__Potra2n13c25219.1	Populus_tremula	Chr13	2651714	2657873
Populus_tremula__Potra2n13c25941.1	Populus_tremula	Chr13	10626778	10635320
Populus_tremula__Potra2n14c26371.1	Populus_tremula	Chr14	427982	432661
Populus_tremula__Potra2n14c26404.1	Populus_tremula	Chr14	689998	694434
Populus_tremula__Potra2n14c26536.2	Populus_tremula	Chr14	1776831	1783105
Populus_tremula__Potra2n14c27082.1	Populus_tremula	Chr14	6148068	6156034
Populus_tremula__Potra2n14c27320.1	Populus_tremula	Chr14	8161087	8165508
Populus_tremula__Potra2n15c28778.1	Populus_tremula	Chr15	8431264	8435895
Populus_tremula__Potra2n16c29445.1	Populus_tremula	Chr16	1419168	1424216
Populus_tremula__Potra2n16c29497.1	Populus_tremula	Chr16	1788231	1795124
Populus_tremula__Potra2n16c29535.1	Populus_tremula	Chr16	2103750	2112232
Populus_tremula__Potra2n16c29680.1	Populus_tremula	Chr16	3284748	3293812
Populus_tremula__Potra2n16c30376.1	Populus_tremula	Chr16	11460276	11466508
Populus_tremula__Potra2n17c30999.1	Populus_tremula	Chr17	3852996	3857564
Populus_tremula__Potra2n17c31613.1	Populus_tremula	Chr17	11826997	11834728
Populus_tremula__Potra2n18c32994.1	Populus_tremula	Chr18	11192442	11198592
Populus_tremula__Potra2n19c33290.1	Populus_tremula	Chr19	233817	240600
Populus_tremula__Potra2n19c33496.1	Populus_tremula	Chr19	2858432	2864156
Populus_tremula__Potra2n2c4633.1	Populus_tremula	Chr2	8514750	8519186
Populus_tremula__Potra2n2c4901.2	Populus_tremula	Chr2	11352920	11360413
Populus_tremula__Potra2n2c5269.1	Populus_tremula	Chr2	14259206	14266973
Populus_tremula__chr2_exon3	Populus_tremula	Chr2	14910876	14915320
Populus_tremula__Potra2n2c5586.1	Populus_tremula	Chr2	17011974	17017358
Populus_tremula__Potra2n2c5587.1	Populus_tremula	Chr2	17024093	17031152
Populus_tremula__Potra2n2c5788.2	Populus_tremula	Chr2	18709629	18717747
Populus_tremula__Potra2n2c5816.1	Populus_tremula	Chr2	18897533	18902413
Populus_tremula__Potra2n2c6035.1	Populus_tremula	Chr2	20501697	20508896
Populus_tremula__Potra2n2c6156.1	Populus_tremula	Chr2	21372239	21376711
Populus_tremula__Potra2n2c6286.2	Populus_tremula	Chr2	22287806	22292471
Populus_tremula__Potra2n3c6630.1	Populus_tremula	Chr3	1547708	1553269
Populus_tremula__Potra2n3c6723.1	Populus_tremula	Chr3	2535502	2545270
Populus_tremula__Potra2n3c7639.1	Populus_tremula	Chr3	9917111	9927029
Populus_tremula__Potra2n4c9450.1	Populus_tremula	Chr4	9557623	9562215
Populus_tremula__Potra2n4c9694.1	Populus_tremula	Chr4	13451021	13457852
Populus_tremula__Potra2n4c9844.1	Populus_tremula	Chr4	14963668	14968137
Populus_tremula__Potra2n4c9893.1	Populus_tremula	Chr4	15439664	15446170
Populus_tremula__Potra2n4c9990.2	Populus_tremula	Chr4	16265914	16273350
Populus_tremula__Potra2n4c10196.2	Populus_tremula	Chr4	18215303	18225336
Populus_tremula__Potra2n5c10513.1	Populus_tremula	Chr5	142462	148125
Populus_tremula__Potra2n5c10648.1	Populus_tremula	Chr5	991374	996404
Populus_tremula__Potra2n5c10904.1	Populus_tremula	Chr5	2774719	2781831
Populus_tremula__Potra2n5c11128.4	Populus_tremula	Chr5	4726514	4731868
Populus_tremula__Potra2n5c11148.1	Populus_tremula	Chr5	4938568	4945028
Populus_tremula__Potra2n5c11336.1	Populus_tremula	Chr5	7238154	7245196
Populus_tremula__Potra2n5c11681.3	Populus_tremula	Chr5	11846213	11853177
Populus_tremula__Potra2n5c11742.1	Populus_tremula	Chr5	12403285	12408097
Populus_tremula__Potra2n5c11840.1	Populus_tremula	Chr5	13176314	13181013
Populus_tremula__Potra2n5c12122.1	Populus_tremula	Chr5	15698587	15705759
Populus_tremula__Potra2n6c12860.1	Populus_tremula	Chr6	341242	346966
Populus_tremula__Potra2n6c13087.1	Populus_tremula	Chr6	2130476	2136438
Populus_tremula__Potra2n6c14620.1	Populus_tremula	Chr6	17598526	17604570
Populus_tremula__Potra2n6c14875.1	Populus_tremula	Chr6	19756654	19766032
Populus_tremula__Potra2n6c15078.2	Populus_tremula	Chr6	21326357	21335877
Populus_tremula__Potra2n6c15115.1	Populus_tremula	Chr6	21715378	21722429
Populus_tremula__Potra2n6c15166.1	Populus_tremula	Chr6	22059501	22065734
Populus_tremula__Potra2n7c15534.1	Populus_tremula	Chr7	1134109	1141731
Populus_tremula__Potra2n7c16366.1	Populus_tremula	Chr7	11691465	11698596
Populus_tremula__Potra2n7c16463.1	Populus_tremula	Chr7	12401226	12406436
Populus_tremula__Potra2n7c16587.1	Populus_tremula	Chr7	13454174	13458782
Populus_tremula__Potra2n8c16719.1	Populus_tremula	Chr8	439429	445567
Populus_tremula__Potra2n8c16778.1	Populus_tremula	Chr8	775954	782305
Populus_tremula__Potra2n8c17590.1	Populus_tremula	Chr8	6520294	6524736
Populus_tremula__Potra2n8c17663.1	Populus_tremula	Chr8	7053795	7061587
Populus_tremula__Potra2n8c17714.1	Populus_tremula	Chr8	7412518	7420915
Populus_tremula__Potra2n9c18683.1	Populus_tremula	Chr9	363368	369177
Populus_tremula__Potra2n9c18685.1	Populus_tremula	Chr9	379865	390643
Populus_tremula__Potra2n9c18937.1	Populus_tremula	Chr9	2158976	2164502
Populus_tremula__Potra2n9c19016.1	Populus_tremula	Chr9	2644806	2651614
Populus_tremula__Potra2n9c19233.1	Populus_tremula	Chr9	4198494	4205426
Populus_tremula__Potra2n9c19575.1	Populus_tremula	Chr9	6965372	6970273
Populus_tremula__chr9_exon1	Populus_tremula	Chr9	6969306	6975765
Populus_tremula__Potra2n369s35436.1	Populus_tremula	Scaffold_000208	23490	29820
Populus_tremula__Potra2n673s36378.3	Populus_tremula	Scaffold_000484	86187	93586
Populus_trichocarpa__Potri.001G020200.1.v4.1	Populus_trichocarpa	Chr1	1547292	1552097
Populus_trichocarpa__Potri.001G029800.11.v4.1	Populus_trichocarpa	Chr1	2233404	2244342
Populus_trichocarpa__Potri.001G077900.3.v4.1	Populus_trichocarpa	Chr1	5853543	5860413
Populus_trichocarpa__Potri.001G136000.2.v4.1	Populus_trichocarpa	Chr1	11076426	11086336
Populus_trichocarpa__Potri.001G220700.2.v4.1	Populus_trichocarpa	Chr1	23023147	23029487
Populus_trichocarpa__Potri.001G371300.1.v4.1	Populus_trichocarpa	Chr1	38895310	38900337
Populus_trichocarpa__Potri.001G374200.2.v4.1	Populus_trichocarpa	Chr1	39232545	39238145
Populus_trichocarpa__Potri.010G004200.1.v4.1	Populus_trichocarpa	Chr10	389424	395975
Populus_trichocarpa__Potri.010G135200.2.v4.1	Populus_trichocarpa	Chr10	15063384	15068066
Populus_trichocarpa__Potri.010G142900.1.v4.1	Populus_trichocarpa	Chr10	15574758	15579194
Populus_trichocarpa__Potri.010G242800.3.v4.1	Populus_trichocarpa	Chr10	21957782	21964304
Populus_trichocarpa__Potri.010G248100.1.v4.1	Populus_trichocarpa	Chr10	22225935	22231734
Populus_trichocarpa__Potri.010G248300.2.v4.1	Populus_trichocarpa	Chr10	22237245	22243493
Populus_trichocarpa__Potri.013G040700.1.v4.1	Populus_trichocarpa	Chr13	2779765	2788027
Populus_trichocarpa__Potri.013G091400.1.v4.1	Populus_trichocarpa	Chr13	9362063	9369450
Populus_trichocarpa__Potri.013G124400.1.v4.1	Populus_trichocarpa	Chr13	13269533	13276043
Populus_trichocarpa__Potri.013G156900.1.v4.1	Populus_trichocarpa	Chr13	15182709	15189376
Populus_trichocarpa__Potri.014G007100.2.v4.1	Populus_trichocarpa	Chr14	585259	589857
Populus_trichocarpa__Potri.014G013400.1.v4.1	Populus_trichocarpa	Chr14	777796	782235
Populus_trichocarpa__Potri.014G028200.2.v4.1	Populus_trichocarpa	Chr14	1766182	1772973
Populus_trichocarpa__Potri.014G094200.7.v4.1	Populus_trichocarpa	Chr14	6114136	6122270
Populus_trichocarpa__Potri.014G120800.1.v4.1	Populus_trichocarpa	Chr14	8105808	8110232
Populus_trichocarpa__Potri.015G047700.1.v4.1	Populus_trichocarpa	Chr15	4807906	4812540
Populus_trichocarpa__Potri.015G147800.1.v4.1	Populus_trichocarpa	Chr15	15166147	15171507
Populus_trichocarpa__Potri.016G024000.1.v4.1	Populus_trichocarpa	Chr16	1342599	1348314
Populus_trichocarpa__Potri.016G032400.1.v4.1	Populus_trichocarpa	Chr16	1818470	1825363
Populus_trichocarpa__Potri.016G036500.1.v4.1	Populus_trichocarpa	Chr16	2165541	2174025
Populus_trichocarpa__Potri.016G049200.2.v4.1	Populus_trichocarpa	Chr16	3192948	3202148
Populus_trichocarpa__Chr16_exon1_exon3_exon2_exon4	Populus_trichocarpa	Chr16	12627118	12633235
Populus_trichocarpa__Potri.017G027400.1.v4.1	Populus_trichocarpa	Chr17	1788499	1796283
Populus_trichocarpa__Potri.017G106700.2.v4.1	Populus_trichocarpa	Chr17	11595788	11600374
Populus_trichocarpa__Potri.018G029500.1.v4.1	Populus_trichocarpa	Chr18	2184835	2190754
Populus_trichocarpa__Potri.019G091900.1.v4.1	Populus_trichocarpa	Chr19	12968741	12975230
Populus_trichocarpa__Potri.019G130000.1.v4.1	Populus_trichocarpa	Chr19	15272943	15279735
Populus_trichocarpa__Potri.002G018400.2.v4.1	Populus_trichocarpa	Chr2	1104328	1109362
Populus_trichocarpa__Potri.002G031900.1.v4.1	Populus_trichocarpa	Chr2	2092074	2096549
Populus_trichocarpa__Potri.002G045800.1.v4.1	Populus_trichocarpa	Chr2	2965887	2973026
Populus_trichocarpa__Potri.002G067400.2.v4.1	Populus_trichocarpa	Chr2	4651035	4657485
Populus_trichocarpa__Potri.002G069500.1.v4.1	Populus_trichocarpa	Chr2	4832374	4840919
Populus_trichocarpa__Potri.002G090700.5.v4.1	Populus_trichocarpa	Chr2	6557980	6565011
Populus_trichocarpa__Potri.002G090800.1.v4.1	Populus_trichocarpa	Chr2	6573375	6578806
Populus_trichocarpa__Potri.002G115900.1.v4.1	Populus_trichocarpa	Chr2	8808622	8813070
Populus_trichocarpa__Potri.002G125400.1.v4.1	Populus_trichocarpa	Chr2	9542361	9550192
Populus_trichocarpa__Potri.002G167100.2.v4.1	Populus_trichocarpa	Chr2	12788620	12795724
Populus_trichocarpa__Potri.002G196200.1.v4.1	Populus_trichocarpa	Chr2	15893086	15897525
Populus_trichocarpa__Potri.003G014800.3.v4.1	Populus_trichocarpa	Chr3	1647482	1654105
Populus_trichocarpa__Potri.003G097600.1.v4.1	Populus_trichocarpa	Chr3	12332334	12342011
Populus_trichocarpa__Potri.003G194600.12.v4.1	Populus_trichocarpa	Chr3	19712793	19722731
Populus_trichocarpa__Potri.003G204400.3.v4.1	Populus_trichocarpa	Chr3	20333696	20338414
Populus_trichocarpa__Potri.004G111100.1.v4.1	Populus_trichocarpa	Chr4	10144438	10149033
Populus_trichocarpa__Potri.004G140600.12.v4.1	Populus_trichocarpa	Chr4	16297058	16303896
Populus_trichocarpa__Potri.004G158200.1.v4.1	Populus_trichocarpa	Chr4	17900233	17904705
Populus_trichocarpa__Potri.004G163800.1.v4.1	Populus_trichocarpa	Chr4	18350498	18357025
Populus_trichocarpa__Potri.004G175200.4.v4.1	Populus_trichocarpa	Chr4	19051073	19056436
Populus_trichocarpa__Potri.004G203400.7.v4.1	Populus_trichocarpa	Chr4	21237567	21247633
Populus_trichocarpa__Potri.004G219100.1.v4.1	Populus_trichocarpa	Chr4	22484608	22493916
Populus_trichocarpa__Potri.005G053200.1.v4.1	Populus_trichocarpa	Chr5	3359524	3368230
Populus_trichocarpa__Potri.005G082000.10.v4.1	Populus_trichocarpa	Chr5	5589908	5597325
Populus_trichocarpa__Potri.005G109500.2.v4.1	Populus_trichocarpa	Chr5	7955651	7960658
Populus_trichocarpa__Potri.005G119300.1.v4.1	Populus_trichocarpa	Chr5	8765629	8770122
Populus_trichocarpa__Potri.005G126000.4.v4.1	Populus_trichocarpa	Chr5	9399814	9406805
Populus_trichocarpa__Potri.005G170500.1.v4.1	Populus_trichocarpa	Chr5	17463247	17470292
Populus_trichocarpa__Potri.005G190700.1.v4.1	Populus_trichocarpa	Chr5	19814952	19822592
Populus_trichocarpa__Potri.005G192900.1.v4.1	Populus_trichocarpa	Chr5	20044838	20053128
Populus_trichocarpa__Potri.005G217500.1.v4.1	Populus_trichocarpa	Chr5	22055030	22062132
Populus_trichocarpa__Potri.005G231300.1.v4.1	Populus_trichocarpa	Chr5	23058166	23062638
Populus_trichocarpa__Potri.005G243400.3.v4.1	Populus_trichocarpa	Chr5	23933273	23938162
Populus_trichocarpa__Potri.005G257900.2.v4.1	Populus_trichocarpa	Chr5	24821558	24827254
Populus_trichocarpa__Potri.006G025800.2.v4.1	Populus_trichocarpa	Chr6	1694677	1700438
Populus_trichocarpa__Potri.006G034500.1.v4.1	Populus_trichocarpa	Chr6	2178903	2185980
Populus_trichocarpa__Potri.006G039000.1.v4.1	Populus_trichocarpa	Chr6	2583219	2592765
Populus_trichocarpa__Potri.006G058800.4.v4.1	Populus_trichocarpa	Chr6	4136016	4145434
Populus_trichocarpa__Potri.006G083000.1.v4.1	Populus_trichocarpa	Chr6	6159231	6165199
Populus_trichocarpa__Potri.006G114600.1.v4.1	Populus_trichocarpa	Chr6	8893541	8900367
Populus_trichocarpa__Potri.006G251800.2.v4.1	Populus_trichocarpa	Chr6	25046094	25052290
Populus_trichocarpa__Potri.006G277800.6.v4.1	Populus_trichocarpa	Chr6	26852927	26858662
Populus_trichocarpa__Potri.007G006900.2.v4.1	Populus_trichocarpa	Chr7	470096	474769
Populus_trichocarpa__Potri.007G019900.1.v4.1	Populus_trichocarpa	Chr7	1517701	1522200
Populus_trichocarpa__Potri.007G029400.2.v4.1	Populus_trichocarpa	Chr7	2235242	2242317
Populus_trichocarpa__Potri.007G085700.2.v4.1	Populus_trichocarpa	Chr7	11021287	11028735
Populus_trichocarpa__Potri.007G130800.4.v4.1	Populus_trichocarpa	Chr7	14460674	14468354
Populus_trichocarpa__Potri.008G010800.1.v4.1	Populus_trichocarpa	Chr8	533737	539808
Populus_trichocarpa__Potri.008G018400.2.v4.1	Populus_trichocarpa	Chr8	918737	925132
Populus_trichocarpa__Potri.008G106700.1.v4.1	Populus_trichocarpa	Chr8	6732742	6737178
Populus_trichocarpa__Potri.008G113400.1.v4.1	Populus_trichocarpa	Chr8	7219615	7224222
Populus_trichocarpa__Potri.008G118300.1.v4.1	Populus_trichocarpa	Chr8	7588540	7596946
Populus_trichocarpa__Potri.009G018500.1.v4.1	Populus_trichocarpa	Chr9	3070309	3076642
Populus_trichocarpa__Potri.009G074900.1.v4.1	Populus_trichocarpa	Chr9	7289536	7294440
Populus_trichocarpa__Potri.009G075000.2.v4.1	Populus_trichocarpa	Chr9	7294323	7300852
